article_no,gender,category,price,size,brand
10452,unisex,funktionsplagg,150,120,lager157
10452,unisex,funktionsplagg,150,90,lager157
10452,unisex,funktionsplagg,150,100,lager157
10452,unisex,funktionsplagg,150,130,lager157
10452,unisex,funktionsplagg,150,150,lager157
10452,unisex,funktionsplagg,150,110,lager157
10452,unisex,funktionsplagg,150,160,lager157
10452,unisex,funktionsplagg,150,140,lager157
10452,unisex,funktionsplagg,150,120,lager157
10452,unisex,funktionsplagg,150,90,lager157
10452,unisex,funktionsplagg,150,100,lager157
10452,unisex,funktionsplagg,150,130,lager157
10452,unisex,funktionsplagg,150,150,lager157
10452,unisex,funktionsplagg,150,110,lager157
10452,unisex,funktionsplagg,150,160,lager157
10452,unisex,funktionsplagg,150,140,lager157
10452,unisex,funktionsplagg,150,120,lager157
10062,unisex,funktionsplagg,300,90,lager157
10062,unisex,funktionsplagg,300,100,lager157
10062,unisex,funktionsplagg,300,130,lager157
10062,unisex,funktionsplagg,300,150,lager157
10062,unisex,funktionsplagg,300,110,lager157
10062,unisex,funktionsplagg,300,160,lager157
10062,unisex,funktionsplagg,300,140,lager157
10062,unisex,funktionsplagg,300,120,lager157
10062,unisex,funktionsplagg,300,90,lager157
10062,unisex,funktionsplagg,300,100,lager157
10062,unisex,funktionsplagg,300,130,lager157
10062,unisex,funktionsplagg,300,150,lager157
10062,unisex,funktionsplagg,300,110,lager157
10062,unisex,funktionsplagg,300,160,lager157
10062,unisex,funktionsplagg,300,140,lager157
10062,unisex,funktionsplagg,300,120,lager157
10062,unisex,funktionsplagg,300,90,lager157
10062,unisex,funktionsplagg,300,100,lager157
10062,unisex,funktionsplagg,300,130,lager157
10062,unisex,funktionsplagg,300,150,lager157
10062,unisex,funktionsplagg,300,110,lager157
10062,unisex,funktionsplagg,300,160,lager157
10062,unisex,funktionsplagg,300,140,lager157
10062,unisex,funktionsplagg,300,120,lager157
10062,unisex,funktionsplagg,300,90,lager157
10062,unisex,funktionsplagg,300,100,lager157
10062,unisex,funktionsplagg,300,130,lager157
10062,unisex,funktionsplagg,300,150,lager157
10062,unisex,funktionsplagg,300,110,lager157
